Session ID	zTreeID	Date	Semesterzeit	Pruefungszeit	Ferienzeit	Uhrzeit	ID	SessionID	Session	TN	No	Treatment	No_Problem	Session_Problem	Reason_Problem	Treatment_id	Treatment_id2	Slidertask	slider	creative	eke	kek	slider_fair	creative_trans	Subject	Proposer	Subject_Sample	Group	Mannheim	Sudoku	Gift	Turnier	Feedback	Control	Control_Transfer	Gift_Transfer	Slider_Gift_Fairwage	Evaluator1	Score1	Effort1	Pausen1	Evaluator2	Score2	Effort2	Pausen2	Evaluator3	Score3	Effort3	Pausen3	P_Valid1	P_Valid2	P_Valid3	P_Valid	P_Valid_nonspec1	P_Valid_nonspec2	P_Valid_nonspec3	P_Valid_nonspec	P_Flex1	P_Flex2	P_Flex3	P_Flex	P_Original1	P_Original2	P_Original3	P_Original	Answers1	Answers2	Answers3	Gewoehnlich1	Gewoehnlich2	Gewoehnlich3	bonus_dec	Grund fuer Bonus	Grund gegen Bonus	bonus_recvd	fdb_old	feedback_pos	play_comp	bonus_comp	Transfer1	Transfer2	Transfer3	Ge_Transfer1	Ge_Transfer2	Ge_Transfer3	Ge_Transfer4	Ge_Transfer ges	Ge_Transfer in %	Diff Ge_Tr4-1	Payoff	Fairwage	Adequate_Wage	estimation_ProfitperAnswer	intmot1	intmot2	intmot3	intmot4	self_det_1	self_det_2	self_det_3	self_det_4	self_det_5	pressure1	pressure2	Sex	Age	Altruist	Prosicial	Individualist	Competitive	Income	Creative activities	Gough scale	Freunde	Vorkenntnisse	SE unterdurchschnittlich	SE durchschnitt	SE ueberdurchschnittlich	Gewissenhaftigkeit	Vertraeglichkeit	Neurotizismus	Extraversion	Offenheit	Tendency to forgive	WiWi	SoWi	NaWi	Recht	GeWi	Switching point	Spillover: SE slider uD	Spillover: SE slider D	Spillover: SE slider ueD	Spillover: SE kreativ uD	Spillover: SE kreativ D	Spillover: SE kreativ ueD	Slider Interessant	Kreativ Interessant	P_Subj_1_1	P_Subj_2_1	P_Subj_3_1	P_Subj_4_1	P_Subj_5_1	P_Subj_6_1	P_Subj_7_1	P_Subj_8_1	P_Subj_9_1	P_Subj_10_1	P_Subj_11_1	P_Subj_Durchschnitt_1	P_Subj_1_2	P_Subj_2_2	P_Subj_3_2	P_Subj_4_2	P_Subj_5_2	P_Subj_6_2	P_Subj_7_2	P_Subj_8_2	P_Subj_9_2	P_Subj_10_2	P_Subj_11_2	P_Subj_Durchschnitt_2	P_Subj_1_3	P_Subj_2_3	P_Subj_3_3	P_Subj_4_3	P_Subj_5_3	P_Subj_6_3	P_Subj_7_3	P_Subj_8_3	P_Subj_9_3	P_Subj_10_3	P_Subj_11_3	P_Subj_Durchschnitt_3
1	120423_1016	120423	1	0	0	10:00	120423121111	S1	1	15	11	2				12	slider_gift	1	1	0	0	0	0	0	12	1	0	2	1		1	0	0	0	0	0	0		28	28	0		30	30	0		37	37	0																							1	1		1	0	0	0	0	28	30	37	0	0	0	0	0	0.000	0.000	9.9															1	22	0	0	0	0	500	1	5	0	0	0	1	0	6	6	1	12	17	9	0	1	0	0	0																																													
1	120423_1016	120423	1	0	0	10:00	120423121012	S1	1	15	12	2				12	slider_gift	1	1	0	0	0	0	0	13	0	1	1	1		1	0	0	0	0	0	0		23	23	2		32	32	0		32	32	0																							1			1	0	0	1	0	23	32	32	150	300	300	300	1050	0.467	-0.333	12.1															1	22	0	0	1	0	440	0	2	0	0	0	0	1	2	4	4	2	12	-3	1	0	0	0	0	6																																												
1	120423_1016	120423	1	0	0	10:00	120423121013	S1	1	15	13	2				12	slider_gift	1	1	0	0	0	0	0	14	0	1	3	1		1	0	0	0	0	0	0		8	8	7		16	16	5		13	13	6																							1			1	0	0	1	1	8	16	13	0	75	150	300	525	0.233	0.333	14.9															0	24	0	0	1	0	900	0	7	0	0	1	0	0	13	8	3	13	11	9	1	0	0	0	0	6																																												
1	120423_1016	120423	1	0	0	10:00	120423121014	S1	1	15	14	2				12	slider_gift	1	1	0	0	0	0	0	15	0	1	3	1		1	0	0	0	0	0	0		17	17	2		20	20	1		28	28	2																							1			1	0	0	1	1	17	20	28	75	225	300	375	975	0.433	0.083	15.8															0	21	0	1	0	0	500	1	5	0	0	0	1	0	12	10	1	11	16	17	1	0	0	0	0	8																																												
1	120423_1016	120423	1	0	0	10:00	120423121015	S1	1	15	15	2				12	slider_gift	1	1	0	0	0	0	0	16	0	1	1	1		1	0	0	0	0	0	0		44	44	0		41	41	0		42	42	0																							1			1	0	0	0	0	44	41	42	75	225	375	450	1125	0.500	0.167	14.3															1	24	0	1	0	0	550	0	3	0	0	0	0	1	6	6	2	9	13	7	0	0	1	0	0	5																																												
2	120423_1223	120423	1	0	0	12:00	120423122116	S2	2	15	16	2				12	slider_gift	1	1	0	0	0	0	0	2	1	0	2	1		1	0	0	0	0	0	0		32	32	0		30	30	1		36	36	0																							1	1		1	0	0	0	0	32	30	36	0	0	0	0	0	0.000	0.000	17.2															0	19	0	0	0	0	700	1	-3	0	0	0	1	0	6	8	11	-2	15	9	1	1	0	0	0																																													
2	120423_1223	120423	1	0	0	12:00	120423122117	S2	2	15	17	2				12	slider_gift	1	1	0	0	0	0	0	3	1	0	3	1		1	0	0	0	0	0	0		21	21	0		19	19	0		21	21	1																							1	3		1	0	0	0	0	21	19	21	0	0	0	0	0	0.000	0.000	16.1															1	20	0	0	0	0	300	0	0	0	0	0	0	1	5	10	2	7	8	14	1	0	0	0	0																																													
2	120423_1223	120423	1	0	0	12:00	120423122018	S2	2	15	18	2				12	slider_gift	1	1	0	0	0	0	0	4	0	1	2	1		1	0	0	0	0	0	0		2	2	8		3	3	8		3	3	8																							1			1	0	0	0	0	2	3	3	75	75	75	75	300	0.133	-0.250	15.6															0	18	0	0	1	0	250	0	3	0	0	1	0	0	2	2	8	1	11	6	0	0	0	1	0	2																																												
2	120423_1223	120423	1	0	0	12:00	120423122019	S2	2	15	19	2				12	slider_gift	1	1	0	0	0	0	0	5	0	1	2	1		1	0	0	0	0	0	0		13	13	3		17	17	3		20	20	3																							1			1	0	0	1	0	13	17	20	75	150	150	225	600	0.267	-0.083	17.0															0	21	0	0	1	0	350	0	7	0	0	1	0	0	3	7	11	10	18	7	1	0	0	0	0	7																																												
2	120423_1223	120423	1	0	0	12:00	120423122020	S2	2	15	20	2				12	slider_gift	1	1	0	0	0	0	0	6	0	1	1	1		1	0	0	0	0	0	0		21	21	2		29	29	1		27	27	0																							1			1	0	0	0	0	21	29	27	0	150	225	300	675	0.300	0.333	18.2															1	20	0	1	0	0	900	0	9	1	0	1	0	0	6	1	1	12	9	2	1	0	0	0	0	6																																												
2	120423_1223	120423	1	0	0	12:00	120423122021	S2	2	15	21	2				12	slider_gift	1	1	0	0	0	0	0	7	0	1	1	1		1	0	0	0	0	0	0		1	1	8		16	16	3		2	2	8																							1			1	0	0	1	0	1	16	2	75	225	300	450	1050	0.467	0.167	13.0															0	23	0	0	1	0	600	1	2	0	0	0	1	0	5	10	8	11	18	13	1	0	0	0	0	6																																												
2	120423_1223	120423	1	0	0	12:00	120423122022	S2	2	15	22	2				12	slider_gift	1	1	0	0	0	0	0	8	0	1	1	1		1	0	0	0	0	0	0		37	37	0		36	36	0		38	38	0																							1			1	0	0	0	0	37	36	38	75	225	300	450	1050	0.467	0.167	15.3															1	23	0	1	0	0	900	1	3	0	0	1	0	0	10	10	0	12	20	11	0	1	1	0	0	5																																												
2	120423_1223	120423	1	0	0	12:00	120423122123	S2	2	15	23	2				12	slider_gift	1	1	0	0	0	0	0	9	1	0	1	1		1	0	0	0	0	0	0		37	37	1		37	37	1		44	44	0																							1	3		1	0	0	0	0	37	37	44	0	0	0	0	0	0.000	0.000	20.5															1	23	0	0	0	0	304	1	-1	0	0	0	1	0	5	0	1	9	11	8	0	1	0	0	0																																													
2	120423_1223	120423	1	0	0	12:00	120423122024	S2	2	15	24	2				12	slider_gift	1	1	0	0	0	0	0	10	0	1	3	1		1	0	0	0	0	0	0		0	0	8		2	2	8		2	2	8																							1			1	0	0	1	0	0	2	2	0	0	0	75	75	0.033	0.083	17.2															1	19	0	0	1	0	400	0	2	0	0	0	1	0	9	1	-1	10	7	0	0	0	0	1	0	6																																												
2	120423_1223	120423	1	0	0	12:00	120423122025	S2	2	15	25	2				12	slider_gift	1	1	0	0	0	0	0	11	0	1	3	1		1	0	0	0	0	0	0		3	3	7		1	1	8		2	2	8																							1			1	0	0	0	0	3	1	2	150	225	300	375	1050	0.467	-0.250	14.6															1	19	0	0	1	0	480	0	4	1	0	0	1	0	9	1	2	9	14	2	1	0	0	0	0	5																																												
2	120423_1223	120423	1	0	0	12:00	120423122026	S2	2	15	26	2				12	slider_gift	1	1	0	0	0	0	0	12	0	1	3	1		1	0	0	0	0	0	0		27	27	0		30	30	0		32	32	0																							1			1	0	0	1	0	27	30	32	150	225	375	450	1200	0.533	-0.167	17.0															1	29	0	1	0	0	1500	0	5	0	0	1	0	0	5	11	-2	8	16	6	0	0	1	0	0	5																																												
2	120423_1223	120423	1	0	0	12:00	120423122027	S2	2	15	27	2				12	slider_gift	1	1	0	0	0	0	0	13	0	1	2	1		1	0	0	0	0	0	0		20	20	5		27	27	3		13	13	6																							1			1	0	0	1	1	20	27	13	75	225	300	450	1050	0.467	0.167	19.7															1	23	0	1	0	0	600	0	3	0	0	1	0	0	6	11	0	2	15	3	1	0	1	0	0	6																																												
2	120423_1223	120423	1	0	0	12:00	120423122028	S2	2	15	28	2				12	slider_gift	1	1	0	0	0	0	0	14	0	1	3	1		1	0	0	0	0	0	0		23	23	0		26	26	0		33	33	0																							1			1	0	0	0	0	23	26	33	75	225	300	300	900	0.400	0.000	17.7															1	20	0	0	1	0	300	1	2	0	0	0	0	1	7	10	2	9	14	9	1	0	1	0	0	6																																												
2	120423_1223	120423	1	0	0	12:00	120423122029	S2	2	15	29	2				12	slider_gift	1	1	0	0	0	0	0	15	0	1	2	1		1	0	0	0	0	0	0		27	27	0		29	29	0		29	29	0																							1			1	0	0	0	0	27	29	29	75	225	300	450	1050	0.467	0.167	17.5															0	20	0	1	0	0	600	1	7	0	0	1	0	0	10	1	-3	11	14	5	1	0	1	0	0	3																																												
2	120423_1223	120423	1	0	0	12:00	120423122030	S2	2	15	30	2				12	slider_gift	1	1	0	0	0	0	0	16	0	1	1	1		1	0	0	0	0	0	0		16	16	4		25	25	3		21	21	4																							1			1	0	0	0	0	16	25	21	75	150	300	300	825	0.367	0.000	16.2															0	21	0	0	1	0	500	1	0	0	0	0	1	0	3	13	10	3	20	11	0	1	0	0	0	5																																												
3	120423_1402	120423	1	0	0	14:00	120423133031	S3	3	15	31	3				13	slider_tournament	1	1	0	0	0	0	0	2	0	1	3	1		0	1	0	0	0	0	0		21	21	3		31	31	0		4	4	8																							1			0	0	0	1	1	21	31	4	75	150	300	450	975	0.433	0.167	18.7															1	24	0	1	0	0	400	0	8	0	0	1	0	0	8	6	7	12	21	3	1	1	0	0	0	5																																												
3	120423_1402	120423	1	0	0	14:00	120423133032	S3	3	15	32	3				13	slider_tournament	1	1	0	0	0	0	0	3	0	1	1	1		0	1	0	0	0	0	0		40	40	0		46	46	0		36	36	0																							1			1	0	0	0	0	40	46	36	0	0	0	0	0	0.000	0.000	20.6															1	20	0	0	1	0	300	0	1	1	0	0	0	1	6	4	3	6	11	11	1	0	0	0	0	6																																												
3	120423_1402	120423	1	0	0	14:00	120423133033	S3	3	15	33	3				13	slider_tournament	1	1	0	0	0	0	0	4	0	1	2	1		0	1	0	0	0	0	0		7	7	6		32	32	0		1	1	8																							1			0	0	0	0	0	7	32	1	75	225	300	600	1200	0.533	0.333	19.1															1	18	0	0	1	0	800	1	0	0	0	0	1	0	6	7	7	7	15	10	1	0	0	0	0	6																																												
3	120423_1402	120423	1	0	0	14:00	120423133134	S3	3	15	34	3				13	slider_tournament	1	1	0	0	0	0	0	5	1	0	1	1		0	1	0	0	0	0	0		30	30	0		37	37	0		36	36	0																							1	1		0	0	0	0	0	30	37	36	0	0	0	0	0	0.000	0.000	23.4															1	22	0	0	0	0	780	0	9	0	0	0	1	0	9	8	2	6	18	5	1	0	0	0	0																																													
3	120423_1402	120423	1	0	0	14:00	120423133135	S3	3	15	35	3				13	slider_tournament	1	1	0	0	0	0	0	6	1	0	2	1		0	1	0	0	0	0	0		3	3	4		15	15	2		3	3	5																							1	1		0	0	0	0	0	3	15	3	0	0	0	0	0	0.000	0.000	21.0															0	40	0	0	0	0	0	0	-3	0	0	1	0	0	-2	0	13	9	15	1	0	1	0	0	0																																													
3	120423_1402	120423	1	0	0	14:00	120423133136	S3	3	15	36	3				13	slider_tournament	1	1	0	0	0	0	0	7	1	0	3	1		0	1	0	0	0	0	0		29	29	0		27	27	1		17	17	2																							1	3		0	0	0	0	0	29	27	17	0	0	0	0	0	0.000	0.000	21.3															0	25	0	0	0	0	700	1	4	0	0	0	1	0	8	11	6	7	18	7	1	1	0	0	1																																													
3	120423_1402	120423	1	0	0	14:00	120423133037	S3	3	15	37	3				13	slider_tournament	1	1	0	0	0	0	0	8	0	1	3	1		0	1	0	0	0	0	0		21	21	0		31	31	0		27	27	0																							1			0	0	0	1	0	21	31	27	150	300	450	450	1350	0.600	-0.167	16.6															0	19	0	1	0	0	550	0	-1	0	0	1	0	0	2	6	8	0	15	9	1	0	0	0	0	6																																												
3	120423_1402	120423	1	0	0	14:00	120423133038	S3	3	15	38	3				13	slider_tournament	1	1	0	0	0	0	0	9	0	1	2	1		0	1	0	0	0	0	0		0	0	8		2	2	8		2	2	8																							1			0	0	0	0	0	0	2	2	0	0	0	0	0	0.000	0.000	18.9															0	28	0	0	1	0	0	0	4	0	0	1	0	0	4	-3	6	13	12	0	1	0	0	0	0	9																																												
3	120423_1402	120423	1	0	0	14:00	120423133039	S3	3	15	39	3				13	slider_tournament	1	1	0	0	0	0	0	10	0	1	2	1		0	1	0	0	0	0	0		27	27	1		37	37	0		39	39	0																							1			1	0	0	1	0	27	37	39	75	75	150	225	525	0.233	-0.083	19.1															0	20	0	1	0	0	850	0	6	0	0	0	1	0	5	12	9	9	21	11	1	1	0	0	1	5																																												
3	120423_1402	120423	1	0	0	14:00	120423133040	S3	3	15	40	3				13	slider_tournament	1	1	0	0	0	0	0	11	0	1	1	1		0	1	0	0	0	0	0		26	26	2		31	31	1		36	36	1																							1			1	0	0	1	1	26	31	36	75	225	300	375	975	0.433	0.083	24.2															0	25	0	1	0	0	600	1	8	0	1	0	0	1	11	12	-2	4	20	14	0	0	0	0	1	6																																												
3	120423_1402	120423	1	0	0	14:00	120423133041	S3	3	15	41	3				13	slider_tournament	1	1	0	0	0	0	0	12	0	1	2	1		0	1	0	0	0	0	0		42	42	0		48	48	0		42	42	0																							1			1	0	0	1	1	42	48	42	75	150	225	450	900	0.400	0.167	21.0															1	21	0	0	1	0	400	1	6	0	0	0	0	1	8	7	-2	8	18	4	0	1	0	0	0	5																																												
3	120423_1402	120423	1	0	0	14:00	120423133042	S3	3	15	42	3				13	slider_tournament	1	1	0	0	0	0	0	13	0	1	3	1		0	1	0	0	0	0	0		2	2	8		35	35	0		2	2	8																							1			1	0	0	1	1	2	35	2	0	0	75	150	225	0.100	0.167	21.8															0	24	0	0	1	0	200	1	6	0	0	0	0	1	6	12	5	13	20	17	1	0	0	0	0	7																																												
3	120423_1402	120423	1	0	0	14:00	120423133043	S3	3	15	43	3				13	slider_tournament	1	1	0	0	0	0	0	14	0	1	1	1		0	1	0	0	0	0	0		1	1	7		30	30	0		0	0	8																							1			0	0	0	1	0	1	30	0	0	0	0	0	0	0.000	0.000	13.8															1	21	0	0	1	0	550	0	5	0	0	1	0	0	11	2	5	5	14	8	1	0	0	0	0	5																																												
3	120423_1402	120423	1	0	0	14:00	120423133044	S3	3	15	44	3				13	slider_tournament	1	1	0	0	0	0	0	15	0	1	1	1		0	1	0	0	0	0	0		23	23	2		26	26	0		32	32	0																							1			0	0	0	0	0	23	26	32	0	75	150	150	375	0.167	0.167	14.0															1	25	0	0	1	0	1000	0	7	1	0	1	0	0	0	0	3	9	13	2	1	0	0	0	0	6																																												
3	120423_1402	120423	1	0	0	14:00	120423133045	S3	3	15	45	3				13	slider_tournament	1	1	0	0	0	0	0	16	0	1	3	1		0	1	0	0	0	0	0		35	35	1		34	34	0		42	42	0																							1			1	0	0	1	0	35	34	42	75	225	300	450	1050	0.467	0.167	22.7															1	19	0	1	0	0	600	1	7	1	0	0	1	0	6	6	-1	8	14	1	1	0	0	0	0	6																																												
4	120423_1526	120423	1	0	0	15:00	120423134046	S4	4	15	46	3				13	slider_tournament	1	1	0	0	0	0	0	2	0	1	1	1		0	1	0	0	0	0	0		2	2	8		41	41	0		3	3	8																							1			1	0	0	1	0	2	41	3	0	0	0	0	0	0.000	0.000	17.3															1	23	0	0	1	0	500	1	6	0	0	0	1	0	8	12	5	8	19	17	0	0	1	0	1	3																																												
4	120423_1526	120423	1	0	0	15:00	120423134047	S4	4	15	47	3				13	slider_tournament	1	1	0	0	0	0	0	3	0	1	3	1		0	1	0	0	0	0	0		36	36	0		33	33	0		37	37	0																							1			0	0	0	0	0	36	33	37	0	75	225	300	600	0.267	0.333	14.8															1	26	0	0	1	0	1050	0	6	0	0	1	0	0	6	6	0	11	16	5	1	0	0	0	0	6																																												
4	120423_1526	120423	1	0	0	15:00	120423134148	S4	4	15	48	3				13	slider_tournament	1	1	0	0	0	0	0	4	1	0	3	1		0	1	0	0	0	0	0		0	0	0		11	11	1		16	16	4																							1	4		0	0	0	0	0	0	11	16	0	0	0	0	0	0.000	0.000	23.2															1	26	0	0	0	0	800	0	-1	0	0	0	0	1	3	4	8	1	10	-10	1	0	1	0	0																																													
4	120423_1526	120423	1	0	0	15:00	120423134049	S4	4	15	49	3				13	slider_tournament	1	1	0	0	0	0	0	5	0	0	2	1		0	1	0	0	0	0	0		19	19	2		2	2	7		5	5	6																							0			0	0	0	0	0	19	2	5	75	225	300	375	975	0.433	0.083	14.0															0	25	0	1	0	0	550	0	3	0	0	1	0	0	10	9	11	3	13	10	1	0	0	0	1	3																																												
4	120423_1526	120423	1	0	0	15:00	120423134050	S4	4	15	50	3				13	slider_tournament	1	1	0	0	0	0	0	6	0	0	2	1		0	1	0	0	0	0	0		2	2	8		35	35	0		33	33	0																							0			0	0	0	0	0	2	35	33	0	0	0	0	0	0.000	0.000	10.9															1	23	0	1	0	0	600	1	5	0	0	0	1	0	4	6	-3	7	17	15	1	0	0	0	0	6																																												
4	120423_1526	120423	1	0	0	15:00	120423134051	S4	4	15	51	3				13	slider_tournament	1	1	0	0	0	0	0	7	0	0	2	1		0	1	0	0	0	0	0		2	2	7		5	5	7		2	2	8																							0			0	0	0	1	0	2	5	2	0	0	0	0	0	0.000	0.000	14.1															0	19	0	0	1	0	500	1	6	0	0	0	0	1	1	3	3	0	7	-8	1	0	0	0	0	5																																												
4	120423_1526	120423	1	0	0	15:00	120423134052	S4	4	15	52	3				13	slider_tournament	1	1	0	0	0	0	0	8	0	1	3	1		0	1	0	0	0	0	0		18	18	4		36	36	0		24	24	3																							1			1	0	0	1	1	18	36	24	75	225	300	450	1050	0.467	0.167	22.4															1	19	0	1	0	0	700	1	9	0	0	0	0	1	9	8	0	12	18	9	0	1	0	0	0	6																																												
4	120423_1526	120423	1	0	0	15:00	120423134053	S4	4	15	53	3				13	slider_tournament	1	1	0	0	0	0	0	9	0	1	1	1		0	1	0	0	0	0	0		0	0	8		4	4	8		0	0	9																							1			0	0	0	0	0	0	4	0	0	0	0	0	0	0.000	0.000	16.1															1	25	0	0	1	0	400	0	3	0	0	1	0	0	11	10	5	13	19	17	0	1	0	0	0	4																																												
4	120423_1526	120423	1	0	0	15:00	120423134054	S4	4	15	54	3				13	slider_tournament	1	1	0	0	0	0	0	10	0	1	3	1		0	1	0	0	0	0	0		10	10	5		36	36	0		10	10	6																							1			1	0	0	0	0	10	36	10	75	75	150	150	450	0.200	-0.167	20.8															0	21	0	0	1	0	1100	1	-2	0	0	0	1	0	11	10	10	0	13	9	1	1	0	0	0	5																																												
4	120423_1526	120423	1	0	0	15:00	120423134055	S4	4	15	55	3				13	slider_tournament	1	1	0	0	0	0	0	11	0	1	1	1		0	1	0	0	0	0	0		35	35	0		37	37	0		41	41	0																							1			1	0	0	1	1	35	37	41	0	150	300	450	900	0.400	0.500	21.0															0	26	0	1	0	0	550	1	-2	0	0	0	1	0	8	8	6	2	14	13	1	1	0	0	0	4																																												
4	120423_1526	120423	1	0	0	15:00	120423134056	S4	4	15	56	3				13	slider_tournament	1	1	0	0	0	0	0	12	0	1	1	1		0	1	0	0	0	0	0		18	18	1		23	23	1		7	7	6																							1			0	0	0	0	0	18	23	7	150	375	600	825	1950	0.867	0.250	10.8															0	26	0	1	0	0	400	0	1	0	0	1	0	0	13	11	3	8	13	8	1	1	0	0	1	4																																												
